id,name,vat,ref,street,street2,city,state,zip,country,full_address,parsed_building_name,parsed_floor_number,parsed_room_number,parsed_moo,parsed_soi,parsed_sub_district,parsed_district,parsed_province
1303,"THAI SOLDER INDUSTRY CORP.,LIMITED",0105525005700,False,"11/2 Moo 3, Soi Wat Bang Ya Phraek, Pu Chao Saming Phrai Road, Bang Ya Phraek Subdistrict,",False,PHRA PRADAENG,Samut Prakan (TH),10130,Thailand,"11/2 Moo 3, Soi Wat Bang Ya Phraek, Pu Chao Saming Phrai Road, Bang Ya Phraek Subdistrict, PHRA PRADAENG Samut Prakan (TH)",,,,03,Wat,,,Samut Prakan (TH)
1309,"บริษัท เปเป้ คอร์ปอเรชั่น PEPE CORPORATION CO., LTD",False,False,40/104 ซ.เพชรเกษม 69 แขวงหนองค้างพลู เขตหนองแขม กทม.10160,False,False,,False,,40/104 ซ.เพชรเกษม 69 แขวงหนองค้างพลู เขตหนองแขม กทม.10160,,,,69,,หนองค้างพลู,หนองแขม,
1311,"บริษัท ดีเอสแอล เอเซีย-แปซิฟิก จำกัด DSL ASIA-PACIFIC CO., LTD",False,False,33/38 -ถนนมิตรภาพ ต.หนองไข่น้ำ อ.หนองแค จ.สระบุรี 18140,False,False,,False,,33/38 -ถนนมิตรภาพ ต.หนองไข่น้ำ อ.หนองแค จ.สระบุรี 18140,,,,,,หนองไข่น้ำ,หนองแค,สระบุรี
1312,ช.การช่าง,4130200004508,False,59/13​ หมู่9​ ตำบลทับกวาง​ อำเภอแก่งคอย​ จังหวัดสระบุรี​,False,False,,18260,,59/13​ หมู่9​ ตำบลทับกวาง​ อำเภอแก่งคอย​ จังหวัดสระบุรี​,,,,09,,ทับกวาง​,แก่งคอย​,สระบุรี​
1315,อดิเรก​ท่าทราย,False,False,42/1 หมู่ 8 ตำบลตาลเดี่ยว อำเภอแก่งคอย จังหวัดสระบุรี,False,False,Saraburi (TH),18110,Thailand,42/1 หมู่ 8 ตำบลตาลเดี่ยว อำเภอแก่งคอย จังหวัดสระบุรี Saraburi (TH),,,,08,,ตาลเดี่ยว,แก่งคอย,สระบุรี
1316,MAXWELL CHEMICAL COMPANY LIMITED,0105559085226,False,51 ซอยจันทน์ 16 แยก 2 แขวงทุ่งวัดดอน,False,SATHORN,กรุงเทพมหานคร (TH),10230,Thailand,51 ซอยจันทน์ 16 แยก 2 แขวงทุ่งวัดดอน SATHORN กรุงเทพมหานคร (TH),,,,,,ทุ่งวัดดอน,,กรุงเทพมหานคร (TH)
1319,นายศักดา เสียงก้อง,3100200531275,False,58 หมู่11 ตำบลบ้านป่า อำเภอแก่งคอย จังหวัดสระบุรี,False,False,,18110,,58 หมู่11 ตำบลบ้านป่า อำเภอแก่งคอย จังหวัดสระบุรี,,,,11,,บ้านป่า,แก่งคอย,สระบุรี
1320,บริษัท เอแอนด์เจ อินเตอร์ ขนส่ง จำกัด A&J INTER TRANSPORT COMPANY LIMITED,0105554114279,False,9/42 Ratchadaphisek Road,Supalai Premier  Ratchada- Narathiwat- Sathorn Building,YAN NAWA,Bangkok (TH),10120,Thailand,9/42 Ratchadaphisek Road Supalai Premier  Ratchada- Narathiwat- Sathorn Building YAN NAWA Bangkok (TH),Sathorn Building,,,,,,,Bangkok (TH)
1321,ONE TWO SEVEN COMPANY LIMITED,0105532081661,False,127 Moo 11,False,BANG PHLI,Samut Prakan (TH),10540,Thailand,127 Moo 11 BANG PHLI Samut Prakan (TH),,,,11,,,,Samut Prakan (TH)
1322,THAI CONNECTIVITY TERMINAL COMPANY LIMITED,0105532040175,False,98 Moo 3 Poochao Samingphrai Road,False,PHRA PRADAENG,Samut Prakan (TH),10130,Thailand,98 Moo 3 Poochao Samingphrai Road PHRA PRADAENG Samut Prakan (TH),,,,03,,,,Samut Prakan (TH)
1328,TRAFIGURTA PTE LTD,False,False,10 COLLYER QUAY #29-01/05	  OCEAN FIANCIAL CENTRE SINGAPORE	  TEL +86- 21 6091 6048,email: operation.singapore@pacorini.com,False,,False,Singapore,10 COLLYER QUAY #29-01/05	  OCEAN FIANCIAL CENTRE SINGAPORE	  TEL +86- 21 6091 6048 email: operation.singapore@pacorini.com,,,,,,,,
1329,TRUE MOVE H UNIVERSAL COMMUNICATION COMPANY LIMITED,0105553045044,False,18 Ratchadaphisek Road,True Tower,HUAI KHWANG,Bangkok (TH),10310,Thailand,18 Ratchadaphisek Road True Tower HUAI KHWANG Bangkok (TH),Ratchadaphisek Road True Tower,,,,,,,Bangkok (TH)
1333,RUAMPATTANAKIJ COMPANY LIMITED,0105555165497,False,"25 Soi Ram Intra 55/8, Ram Intra Road",False,BANG KHEN,Bangkok (TH),10220,Thailand,"25 Soi Ram Intra 55/8, Ram Intra Road BANG KHEN Bangkok (TH)",,,,,Ram,,,Bangkok (TH)
1334,บริษัท แสงเจริญ ฟาวน์ดรี (1987) จำกัด,False,False,23/3 หมู่ที่ 2 ซอยสุขาภิบาล 7  ถ.ปู่เจ้าสมิงพราย ต.สำโรง อ.พระประแดง จ.สมุทรปราการ 10130,False,False,,False,,23/3 หมู่ที่ 2 ซอยสุขาภิบาล 7  ถ.ปู่เจ้าสมิงพราย ต.สำโรง อ.พระประแดง จ.สมุทรปราการ 10130,,,,02,,สำโรง,พระประแดง,สมุทรปราการ
1335,บริษัท เอ็มซี อินดัสเทรียลเคมิคัล จำกัด MC INDUSTRIAL CHEMICAL COMPANY LIMITED,0105531006071,False,180-184 Rajawongse Road,False,SAMPHANTHAWONG,Bangkok (TH),10100,Thailand,180-184 Rajawongse Road SAMPHANTHAWONG Bangkok (TH),,,,,,,,Bangkok (TH)
1337,"TRR Autopart Co.,Ltd.",0745536001047,False,"30 Moo. 6, Rama 2 Road, Bang Khan Taek Subdistrict,",False,Mueang Samut Songkhram,Samut Songkhram (TH),75000,Thailand,"30 Moo. 6, Rama 2 Road, Bang Khan Taek Subdistrict, Mueang Samut Songkhram Samut Songkhram (TH)",,,,,,,,Samut Songkhram (TH)
1338,PHELPS DODGE INTERNATIONAL (THAILAND) COMPANY LIMITED,0105511002860,False,159 Moo 10 Thepharak Road,False,BANG PHLI,Samut Prakan (TH),10540,Thailand,159 Moo 10 Thepharak Road BANG PHLI Samut Prakan (TH),,,,10,,,,Samut Prakan (TH)
1346,"บริษัท​ ทีทีวี​ ​คอนกรีต​ จำกัด TTV CONCRETE CO.,LTD",0195545000193,False,29/1​หมู่6​ ตำบลพระทด​ ​อำเภอเสาไห้​ จังหวัดสระบุรี​,False,False,Saraburi (TH),18160,Thailand,29/1​หมู่6​ ตำบลพระทด​ ​อำเภอเสาไห้​ จังหวัดสระบุรี​ Saraburi (TH),,,,06,,พระทด​,เสาไห้​,สระบุรี​
1347,"บริษัท พรีเมียร์ อินดัสเตรียล ซัพพลาย จำกัด Premier Industrial Supply Co., Ltd",False,False,88/59 หมู่ 1 ตำบลลำผักกูด อำเภอธัญบุรี จังหวัดปทุมธานี 12110,False,False,,False,,88/59 หมู่ 1 ตำบลลำผักกูด อำเภอธัญบุรี จังหวัดปทุมธานี 12110,,,,01,,ลำผักกูด,ธัญบุรี,ปทุมธานี
1350,SIAM BAT ELECTRONIC LIMITED,0105562123427,False,701/29-35 Wong Sawang Road,False,BANG SUE,Bangkok (TH),10800,Thailand,701/29-35 Wong Sawang Road BANG SUE Bangkok (TH),,,,,,,,Bangkok (TH)
1352,บริษัท โทรคมนาคม จำกัด (มหาชน) NATIONAL TELECOM PUBLIC COMPANY LIMITED,0107564000014,False,99 Chaengwatthana Road,False,LAK SI,Bangkok (TH),10210,Thailand,99 Chaengwatthana Road LAK SI Bangkok (TH),,,,,,,,Bangkok (TH)
1356,SETTHEE MOTOR LIMITED PARTNERSHIP,0193539000011,False,23 Urairat Road,False,KAENG KHOI,Saraburi (TH),18110,Thailand,23 Urairat Road KAENG KHOI Saraburi (TH),,,,,,,,Saraburi (TH)
1357,BABE N BEYOND COMPANY LIMITED,0105564066986,False,24/27 Sukhaphiban 2 Road,False,PRAWET,Bangkok (TH),10250,Thailand,24/27 Sukhaphiban 2 Road PRAWET Bangkok (TH),,,,,,,,Bangkok (TH)
1359,หจก.พรเทวา,False,False,99/9 หมู่ 11 ต.พุแค อ.เฉลิมพระเกียรติ จ.สระบุรี 18240,False,False,,False,Thailand,99/9 หมู่ 11 ต.พุแค อ.เฉลิมพระเกียรติ จ.สระบุรี 18240,,,,11,,พุแค,เฉลิมพระเกียรติ,สระบุรี
1360,บริษัท บี-ควิก จำกัด,False,False,256 ชั้น 2 หมู่ 3 ตำบลบางขุนกอง อำเภอบางกรวย จังหวัดนนทบุรี 11130,False,False,,False,,256 ชั้น 2 หมู่ 3 ตำบลบางขุนกอง อำเภอบางกรวย จังหวัดนนทบุรี 11130,,2,,03,,บางขุนกอง,บางกรวย,นนทบุรี
1361,บริษัท เจแพท เอนจิเนียริ่ง แอนด์ เซอร์วิส จำกัด,False,False,143/1 หมู่ที่ 3 ตำบลดอนรวก อำเภอดอนตูม จังหวัดนครปฐม 73150,False,False,,False,Thailand,143/1 หมู่ที่ 3 ตำบลดอนรวก อำเภอดอนตูม จังหวัดนครปฐม 73150,,,,03,,ดอนรวก,ดอนตูม,นครปฐม
1362,NILCHAROEN ADVANCE SOLUTION TRADING COMPANY LIMITED,0105551082082,False,114/5 Moo 6,False,PHRA PRADAENG,Samut Prakan (TH),10130,Thailand,114/5 Moo 6 PHRA PRADAENG Samut Prakan (TH),,,,06,,,,Samut Prakan (TH)
1364,บริษัท โตชิบา เทค (ประเทศไทย) จำกัด TOSHIBA TEC (THAILAND) COMPANY LIMITED,0105547146144,False,43 Sathon Tai Road,16 Floor Thai - CC Tower,SATHORN,Bangkok (TH),10120,Thailand,43 Sathon Tai Road 16 Floor Thai - CC Tower SATHORN Bangkok (TH),CC Tower,,,,,,,Bangkok (TH)
1365,บริษัท กวินการ์เมนท์ จำกัด,0105561026941,False,144 ซ.สุนทร7 แขวงคลองบางบอน เขต บางบอน กรุงเทพมหานคร,False,False,Bangkok (TH),18110,Thailand,144 ซ.สุนทร7 แขวงคลองบางบอน เขต บางบอน กรุงเทพมหานคร Bangkok (TH),,,,,,คลองบางบอน,บางบอน,Bangkok (TH)
1367,หจก.ต.กิตติชัยการช่าง,0193543000411,False,195/3 ม.9 ต.บ้านป่า อ.แก่งคอย จ.สระบุรี,False,False,Saraburi (TH),18110,Thailand,195/3 ม.9 ต.บ้านป่า อ.แก่งคอย จ.สระบุรี Saraburi (TH),,,,09,,บ้านป่า,แก่งคอย,สระบุรี
1370,จำลอง การยาง,False,False,58 ม.2 ต.ตลิ่นชัน อ.เมืองสระบุรี จ.สระบุรี 18000,False,False,Saraburi (TH),18000,Thailand,58 ม.2 ต.ตลิ่นชัน อ.เมืองสระบุรี จ.สระบุรี 18000 Saraburi (TH),,,,02,,ตลิ่นชัน,เมืองสระบุรี,สระบุรี
1371,บริษัท ยูมิคอร์ (ประเทศไทย) จำกัด UMICORE (THAILAND) COMPANY LIMITED,0105537075619,False,22 Soi Sukhaphiban 2 Soi 31,False,PRAWET,Bangkok (TH),10250,Thailand,22 Soi Sukhaphiban 2 Soi 31 PRAWET Bangkok (TH),,,,,Sukhaphiban 2,,,Bangkok (TH)
1374,สมศักดิ์ แอร์บ้าน,3199900184541,False,20/5 หมู่7 ตำบลห้วยทราย อำเภอหนองแค จังหวัดสระบุรี,False,False,Saraburi (TH),18230,Thailand,20/5 หมู่7 ตำบลห้วยทราย อำเภอหนองแค จังหวัดสระบุรี Saraburi (TH),,,,07,,ห้วยทราย,หนองแค,สระบุรี
1379,ร้านน่ำฮั้วเฟอร์นิเจอร์,3199800044446,False,239 ถ.สุดบรรทัด ต.แก่งคอย อ.แก่งคอย จ.สระบุรี,False,False,Saraburi (TH),18110,Thailand,239 ถ.สุดบรรทัด ต.แก่งคอย อ.แก่งคอย จ.สระบุรี Saraburi (TH),,,,,,แก่งคอย,แก่งคอย,สระบุรี
1381,บริษัท อาเสี่ย ทูลส์ จำกัด,False,False,20/30 หมู่ที่ 2 ตำบลคลองพระอุดร อำเภอลาดหลุมแก้ว จังหวัดปทุมธานี 12140,False,False,,False,,20/30 หมู่ที่ 2 ตำบลคลองพระอุดร อำเภอลาดหลุมแก้ว จังหวัดปทุมธานี 12140,,,,02,,คลองพระอุดร,ลาดหลุมแก้ว,ปทุมธานี
1382,UNITED GLOBE LOGISTICS (THAILAND) COMPANY LIMITED,0105551065501,False,21/13 Rama IX Road Soi Soonwijai,False,HUAI KHWANG,Bangkok (TH),10310,Thailand,21/13 Rama IX Road Soi Soonwijai HUAI KHWANG Bangkok (TH),,,,,Soonwijai,,,Bangkok (TH)
1388,CARBON RESOURCES PRIVATE LIMITED,AABCC6399N,False,"3rd Floor, 55B Mirza Ghalib Street, Near Westside,","Esplanade, Taltala,",Kolkata,West Bengal (IN),700016,India,"3rd Floor, 55B Mirza Ghalib Street, Near Westside, Esplanade, Taltala, Kolkata West Bengal (IN)",,,,,,,,West Bengal (IN)
1389,"W&W METAL TRADING CO., LIMITED",66183252-000,False,Rm C 9/F WINNING HSE,72-74 WING LOK ST,Sheung Wan,Hong Kong Island (HK),False,Hong Kong,Rm C 9/F WINNING HSE 72-74 WING LOK ST Sheung Wan Hong Kong Island (HK),,,,,,,,Hong Kong Island (HK)
1390,"Luanchuan County Hengkai Metallurgy Material Sales Co., Ltd.",91410324399964265T,False,"Junshan Road, Chengguan Town, Luanchuan County",False,Luoyang,,471500,China,"Junshan Road, Chengguan Town, Luanchuan County Luoyang",,,,,,,,
1391,การท่าเรือแห่งประเทศไทย PORT AUTHORITY OF THAILAND,False,False,444 Tarua Road,False,KHLONG TOEI,Bangkok (TH),10110,Thailand,444 Tarua Road KHLONG TOEI Bangkok (TH),,,,,,,,Bangkok (TH)
1392,SIAM DEPOT TRANSPORT AND SERVICES COMPANY LIMITED,0105558075367,False,24/3 Moo 13 King Kaeo Road,False,BANG PHLI,Samut Prakan (TH),10540,Thailand,24/3 Moo 13 King Kaeo Road BANG PHLI Samut Prakan (TH),,,,13,,,,Samut Prakan (TH)
1394,POWERVAULT (THAILAND) COMPANY LIMITED,0105561040684,False,407 Moo 2,False,MUEANG SAMUT PRAKAN,Samut Prakan (TH),10270,Thailand,407 Moo 2 MUEANG SAMUT PRAKAN Samut Prakan (TH),,,,02,,,,Samut Prakan (TH)
1397,KCTC THAI LOGISTICS COMPANY LIMITED,0105560206341,False,180/8 Moo 9,False,SI RACHA,,20110,Thailand,180/8 Moo 9 SI RACHA,,,,09,,,,
1403,Meaw,0105548127011,False,"199/1-3 Moo 1 Saeng chuto Road, Tambol Wangdong","Amphoe Mueng,",False,Kanchanaburi (TH),71190,Thailand,"199/1-3 Moo 1 Saeng chuto Road, Tambol Wangdong Amphoe Mueng, Kanchanaburi (TH)",,,,01,,,,Kanchanaburi (TH)
1430,บริษัท บิ๊กแบ็ก โพลีแซค เซ็นเตอร์ เซอร์วิส จำกัด,0115560005087,False,262/39 หมู่ 1 ตำบลปากคลองบางปลากด อำเภอพระสมุทรเจดีย์ จังหวัดสมุทรปราการ,False,False,,18110,,262/39 หมู่ 1 ตำบลปากคลองบางปลากด อำเภอพระสมุทรเจดีย์ จังหวัดสมุทรปราการ,,,,01,,ปากคลองบางปลากด,พระสมุทรเจดีย์,สมุทรปราการ
1431,ร้านเค คาร์ แคร์,False,False,273/14 ถนนเทศบาล4 ตำกบลปากเพรียว อำเภอเมือง จังหวัดสระบุรี 18000,False,False,,False,,273/14 ถนนเทศบาล4 ตำกบลปากเพรียว อำเภอเมือง จังหวัดสระบุรี 18000,,,,,,,เมือง,สระบุรี
1437,สถาบันวิจัยวิทยาศาสตร์และเทคโนโลยีแห้งประเทศไทย (วว.),0994000165617,False,35 หมู่ 3 ต.คลองห้า อ.คลองหลวง จ.ปทุมธานี 12120,False,False,,False,,35 หมู่ 3 ต.คลองห้า อ.คลองหลวง จ.ปทุมธานี 12120,,,,03,,คลองห้า,คลองหลวง,ปทุมธานี
1439,หจก.พันวา อินเตอร์ ซัพพลาย Panwa Inter Supply Ltd.Part,0103552023223,False,40/415 ซ.รามคำแหง 58/3 แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหนคร,False,False,Bangkok (TH),10240,Thailand,40/415 ซ.รามคำแหง 58/3 แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหนคร Bangkok (TH),,,,,,หัวหมาก,บางกะปิ,Bangkok (TH)
1443,บริษัท ดีอาร์ เอนเนอร์ยี่ จำกัด (PT),0195566003639,False,69/1 หมู่ที่ 11 ตำบลบ้านป่า อำเภอแก่งคอย จังหวัดสระบุรี18110,False,False,,False,,69/1 หมู่ที่ 11 ตำบลบ้านป่า อำเภอแก่งคอย จังหวัดสระบุรี18110,,,,11,,บ้านป่า,แก่งคอย,สระบุรี
1445,KONECRANES MATERIAL HANDLING (THAILAND) LIMITED,0105517000907,False,"64 Moo2,Asia-Nakhonsawan Road KM59-60,Ban Po Sub-district,Bang Pa-in District,Phra Nakon Si Ayutthaya",False,BANG PA-IN,Phra Nakhon Si Ayutthaya (TH),13160,Thailand,"64 Moo2,Asia-Nakhonsawan Road KM59-60,Ban Po Sub-district,Bang Pa-in District,Phra Nakon Si Ayutthaya BANG PA-IN Phra Nakhon Si Ayutthaya (TH)",,,,02,,,in,Phra Nakhon Si Ayutthaya (TH)
1450,บริษัท รุ่งเรือง นั่งร้าน แบบเหล็ก จำกัด (สำนักงานใหญ่),0135561019936,False,40 หมู่ที่ 16 ตำบลบึงทองหลาง อำเภอลำลูกกา จังหวัดปทุมธานี 12150,False,False,,False,,40 หมู่ที่ 16 ตำบลบึงทองหลาง อำเภอลำลูกกา จังหวัดปทุมธานี 12150,,,,16,,บึงทองหลาง,ลำลูกกา,ปทุมธานี
1451,บริษัท เหลียงซิ อุตหกรรม(ประเทศไทย)จำกัด,0105530021017,False,1029 ถนนประชาพัฒนา แขวงทับยาวเขตลาดกระบัง กรุงเทพมหานคร,False,False,Bangkok (TH),10520,Thailand,1029 ถนนประชาพัฒนา แขวงทับยาวเขตลาดกระบัง กรุงเทพมหานคร Bangkok (TH),,,,,,ทับยาวเขตลาดกระบัง,ลาดกระบัง,Bangkok (TH)
1465,"EUROMACH CORPORATION CO.,LTD",False,False,75 หมู่ที่ 7 ตำบลสวนหลวง อำเภอกระทุ่มแบน จังหวัดสมุทรสาคร 74110,False,False,,False,,75 หมู่ที่ 7 ตำบลสวนหลวง อำเภอกระทุ่มแบน จังหวัดสมุทรสาคร 74110,,,,07,,สวนหลวง,กระทุ่มแบน,สมุทรสาคร
1469,"บริษัท โปรเฟสชั่นแนล พีเอบีเอ็กซ์ จำกัด Professional PABX Co., Ltd",0105560113459,False,30/270 ซอยนวมินทร์ 80,แขวงนวลจันทร์ เขตบึงกุ่ม กรุงเทพฯ,False,,False,,30/270 ซอยนวมินทร์ 80 แขวงนวลจันทร์ เขตบึงกุ่ม กรุงเทพฯ,,,,,,นวลจันทร์,บึงกุ่ม,
1478,บริษัท เคลฟเวอร์ริช จำกัด CLEVERICH COMPANY LIMITED,0105550092874,False,33 อาคารบ้านราชครู ชั้น 2 ห้อง 202 ซ.พหลโยธิน,แขวงพญาไทย เขตพญาไท กทม 10400,False,,False,,33 อาคารบ้านราชครู ชั้น 2 ห้อง 202 ซ.พหลโยธิน แขวงพญาไทย เขตพญาไท กทม 10400,บ้านราชครู ชั้น,2,202,10400,,พญาไทย,พญาไท,
1480,บริษัท ไทยรุ่งเรือง เพรสทีจ จำกัด,0195558001908,False,222 หมู่ 7 ถนนมิตรภาพ ตำบลทับกวาง อำเภอแก่งคอย จังหวัดสระบุรี,False,False,,18260,,222 หมู่ 7 ถนนมิตรภาพ ตำบลทับกวาง อำเภอแก่งคอย จังหวัดสระบุรี,,,,07,,ทับกวาง,แก่งคอย,สระบุรี
1492,ร้านปรีชาแอร์,3411000023266,False,33 หมู่ 7 ถนนสุดบรรทัด ตำบลตาลเดี่ยว อำเภอแก่งคอย จังหวัดสระบุรี,False,False,Saraburi (TH),18110,Thailand,33 หมู่ 7 ถนนสุดบรรทัด ตำบลตาลเดี่ยว อำเภอแก่งคอย จังหวัดสระบุรี Saraburi (TH),,,,07,,ตาลเดี่ยว,แก่งคอย,สระบุรี
1493,ร้านไพศาลเทคนิค,False,False,7/29  ตำบลหนองแค อำเภอหนองแค จังหวัดสระบุรี,False,False,,18140,,7/29  ตำบลหนองแค อำเภอหนองแค จังหวัดสระบุรี,,,,,,หนองแค,หนองแค,สระบุรี
1495,ภัสกร อิสสระชาติ,False,False,135 หมู่2 ตำบลทุ่งอรุณ อำเภอโชคชัย จังหวัดนครราชสีมา,False,False,,30190,,135 หมู่2 ตำบลทุ่งอรุณ อำเภอโชคชัย จังหวัดนครราชสีมา,,,,02,,ทุ่งอรุณ,โชคชัย,นครราชสีมา
1496,"บริษัท ที.เอส.เค ไดมอนด์ เร้นทัล จำกัด T.S.K Diamon Rental Co., Ltd.",010559011885,False,583 ถนนพระรามที่ 2 แขวงบางมด เขตจอมทอง กรุงเทพมหานคร,False,False,,10150,,583 ถนนพระรามที่ 2 แขวงบางมด เขตจอมทอง กรุงเทพมหานคร,,,,,,บางมด,จอมทอง,
1505,"Thai Energy Storage Technology Public Co.,Ltd.-Gateway",0107563000312,False,"260 Moo 7 Gateway City  Industry Estate,Huasamrong Subdistrict",False,Plaeng Yao District,,2419,Thailand,"260 Moo 7 Gateway City  Industry Estate,Huasamrong Subdistrict Plaeng Yao District",,,,07,,,Yao,
1526,ฟิน ฟิน ประดับยนต์,False,False,60 หมู่ 5 ถนนมิตรภาพ ตำบลตาลเดี่ยว อำเภอแก่งคอย จังหวัดสระบุรี,False,False,,18110,,60 หมู่ 5 ถนนมิตรภาพ ตำบลตาลเดี่ยว อำเภอแก่งคอย จังหวัดสระบุรี,,,,05,,ตาลเดี่ยว,แก่งคอย,สระบุรี
1527,KunWalika Dasuk,False,False,2/3 หมู่ที่2 ต.ห้วยแห้ง อ.แก่งคอย จ.สระบุรี,False,False,,False,,2/3 หมู่ที่2 ต.ห้วยแห้ง อ.แก่งคอย จ.สระบุรี,,,,02,,ห้วยแห้ง,แก่งคอย,สระบุรี
1528,มิตรภาพ,False,False,19 ถนนเลียบสันติสุข อำเภอแก่งคอย จังหวัดสระบุรี,False,False,,18110,,19 ถนนเลียบสันติสุข อำเภอแก่งคอย จังหวัดสระบุรี,,,,,,,แก่งคอย,สระบุรี
1532,บริษัท วงกลม จำกัด,0195567003560,False,เลขที่ 24 หมู่ที่ 9 ถนนพหลโยะิน ตำบลห้วยบง อำเภอเฉลิมพระเกียรติ จังหวัดสระบุรี,False,False,Saraburi (TH),18240,Thailand,เลขที่ 24 หมู่ที่ 9 ถนนพหลโยะิน ตำบลห้วยบง อำเภอเฉลิมพระเกียรติ จังหวัดสระบุรี Saraburi (TH),,,,09,,ห้วยบง,เฉลิมพระเกียรติ,สระบุรี
1533,RIVERBED PTE. LTD.,201132939C,False,420 NORTH BRIDGE ROAD #06-28,NORTH BRIDGE CENTRE,Singapore,,188727,Singapore,420 NORTH BRIDGE ROAD #06-28 NORTH BRIDGE CENTRE Singapore,,,,,,,,
1534,หจก.ช.ยน เจริญรุ่งเรือง การช่าง,0193566000051,False,119 หมู่ที่ 8 ตำบลสอนคอน อำเภอแก่งคอย จังหวัดสระบุรี 18110,False,False,Saraburi (TH),18110,Thailand,119 หมู่ที่ 8 ตำบลสอนคอน อำเภอแก่งคอย จังหวัดสระบุรี 18110 Saraburi (TH),,,,08,,สอนคอน,แก่งคอย,สระบุรี
1535,สนั่น อรัญมิตร,False,False,103/266 ซอยเคหะร่มเกล้า แขวงคลองสองต้นนุ่น เขตลาดกระบัง กรุงเทพ.ฯ,False,False,,10520,,103/266 ซอยเคหะร่มเกล้า แขวงคลองสองต้นนุ่น เขตลาดกระบัง กรุงเทพ.ฯ,,,,,,คลองสองต้นนุ่น,ลาดกระบัง,
1543,หจก.เศรษฐีมอเตอร์,0193539000011,False,"23,25ถนนอุไรรัตน์ ตำบลแก่งคอย อำเภอแก่งคอย จังหวัดสระบุรี",False,False,Saraburi (TH),18110,Thailand,"23,25ถนนอุไรรัตน์ ตำบลแก่งคอย อำเภอแก่งคอย จังหวัดสระบุรี Saraburi (TH)",,,,,,แก่งคอย,แก่งคอย,สระบุรี
1549,ห้างหุ้นส่วนจำกัด เฮียไก่แบบเหล็กให้เช่า,0133567003576,False,44/399 หมู่ที่ 15 ตำบลคลองสี่ อำเภอคลองหลวง จังหวัดปทุมธานี,False,False,,12120,,44/399 หมู่ที่ 15 ตำบลคลองสี่ อำเภอคลองหลวง จังหวัดปทุมธานี,,,,15,,คลองสี่,คลองหลวง,ปทุมธานี
1552,"บริษัท โคกุ อินดัสทรีส์ จำกัด KOGU Industries Co.,Ltd",0115564000314,False,64/310 หมู่ 1 ตำบลราชาเทวะ อำเภอบางพลี จังหวัด สมุทรปราการ,False,False,Samutprakarn (TH),10540,Thailand,64/310 หมู่ 1 ตำบลราชาเทวะ อำเภอบางพลี จังหวัด สมุทรปราการ Samutprakarn (TH),,,,01,,ราชาเทวะ,บางพลี,สมุทรปราการ
1553,"Thai KBS Battery Co.,Ltd. บริษัท ไทย เคบีเอส แบตเตอรี่ จำกัด",False,False,"212 Moo.3,Nongbuasala,Muang,Nakhohnratchasima 30000",False,False,,False,,"212 Moo.3,Nongbuasala,Muang,Nakhohnratchasima 30000",,,,,,,,
1554,บริษัท ไอพัชส์ (ประเทศไทย) จำกัด,0115559025657,False,190/30 หมู่ 5 ตำบลแพรกษา อำเภอเมือง จังหวัดสมุทรปราการ,False,False,,10280,,190/30 หมู่ 5 ตำบลแพรกษา อำเภอเมือง จังหวัดสมุทรปราการ,,,,05,,แพรกษา,เมือง,สมุทรปราการ
1579,บริษัท ฉัตรวณีย์ จำกัด,0105553007258,False,9/9 ซอยบางนา-ตราด 19 แยก 4 แขวงบางนา เหนือเขตบางนา กรุงเทพมหานคร,False,False,Bangkok (TH),10260,Thailand,9/9 ซอยบางนา-ตราด 19 แยก 4 แขวงบางนา เหนือเขตบางนา กรุงเทพมหานคร Bangkok (TH),,,,,,บางนา,บางนา,Bangkok (TH)
