id,name,vat,ref,street,street2,city,state,zip,country,full_address,parsed_building_name,parsed_floor_number,parsed_room_number,parsed_moo,parsed_soi,parsed_sub_district,parsed_district,parsed_province
98,บริษัท สยามโกลบอลเฮ้าส์ จำกัด (มหาชน)  SIAM GLOBAL HOUSE PUBLIC COMPANY LIMITED,0107551000029,False,116  ม.8 ต.แก่งเสี้ยน อ.เมือง จ.กาญจนบุรี 71000,False,False,,False,,116  ม.8 ต.แก่งเสี้ยน อ.เมือง จ.กาญจนบุรี 71000 False False,,,,08,,แก่งเสี้ยน,เมือง,กาญจนบุรี
99,ร้าน อะไหล่ยนต์  Auto Parts Store,3100800576792,False,(สำนักงานใหญ่) 135/1-4 ถ.แสงชูโต ต.บ้านใต้ อ.เมือง จ.กาญนจบุรี 71000,False,False,,False,,(สำนักงานใหญ่) 135/1-4 ถ.แสงชูโต ต.บ้านใต้ อ.เมือง จ.กาญนจบุรี 71000 False False,,,,,,บ้านใต้,เมือง,กาญนจบุรี
100,ห้างหุ้นส่วนจำกัด สมนันท์บริการ,0713514000101,False,163 ถ.แสงชูโตใต้ ต.ปากแพรก อ.เมือง จ.กาญจนบุรี 71000,False,False,,False,,163 ถ.แสงชูโตใต้ ต.ปากแพรก อ.เมือง จ.กาญจนบุรี 71000 False False,,,,,,ปากแพรก,เมือง,กาญจนบุรี
101,ร้านจันทร์ดี เบเกอรี่,False,False,175/1 ถ.อู่ทอง ต.บ้านเหนือ อ.เมือง จ.กาญจนบุรี,False,False,,False,,175/1 ถ.อู่ทอง ต.บ้านเหนือ อ.เมือง จ.กาญจนบุรี False False,,,,,,บ้านเหนือ,เมือง,กาญจนบุรี
102,ร้านมั่งมีพาณิชย์,False,False,153/3 ม.5 ต.ท่ามะขาม อ.เมือง จ.กาญจนบุรี,False,False,,False,,153/3 ม.5 ต.ท่ามะขาม อ.เมือง จ.กาญจนบุรี False False,,,,05,,ท่ามะขาม,เมือง,กาญจนบุรี
103,ห้างหุ้นส่วนจำกัด ประสพโชค เอ็กเพรส(พีเอสซี)  Prasobchok Express Limited Part,0103555019871,False,(สำนักงานใหญ่) 11/12 พระราม 6 ซ.7 แขวงรองเมือง เขตปทุมวัน กทม,False,False,,False,,(สำนักงานใหญ่) 11/12 พระราม 6 ซ.7 แขวงรองเมือง เขตปทุมวัน กทม False False,,,,06,,รองเมือง,ปทุมวัน,
105,"บริษัท ทีเอ็ม ยูนีแม็ค จำกัด  TM Unimech Co., Ltd.",0135545005977,False,(สำนักงานใหญ่) 68/60 ม.5 ถ.กิ่งแก้ว ต.ราชาเทวะ อ.บางพลี จ.สมุทรปราการ 10540,False,False,,False,,(สำนักงานใหญ่) 68/60 ม.5 ถ.กิ่งแก้ว ต.ราชาเทวะ อ.บางพลี จ.สมุทรปราการ 10540 False False,,,,05,,ราชาเทวะ,บางพลี,สมุทรปราการ
107,"บริษัท บิ๊กแก๊ส เทคโนโลยี จำกัด  Biggas Technology Co.,Ltd.",0125554017494,False,(สำนักงานใหญ่) 389 อาคารพีเอสทีซี ถนนวิภาวดีรังสิต แขวงสามเสนใน เขตพญาไท กรุงเทพมหานคร 10400,False,False,,False,,(สำนักงานใหญ่) 389 อาคารพีเอสทีซี ถนนวิภาวดีรังสิต แขวงสามเสนใน เขตพญาไท กรุงเทพมหานคร 10400 False False,พีเอสทีซี ถนนวิภาวดีรังสิต,,,,,สามเสนใน,พญาไท,
110,"บริษัท ทัศศิพรเอ็นเทอไพรซ์ จำกัด  Tassiporn Enterprise Co.,Ltd.",0715550000036,False,89/2 ถ.แสงชูโตเหนือ ต.ท่ามะขาม อ..เมือง จ.กาญจนบุรี 71000,False,False,,False,,89/2 ถ.แสงชูโตเหนือ ต.ท่ามะขาม อ..เมือง จ.กาญจนบุรี 71000 False False,,,,,,ท่ามะขาม,.เมือง,กาญจนบุรี
111,"ห้างหุ้นส่วนจำกัด รุ่งเจริญกิจ แพ็คกิ้ง  Rungcharoenkij Packing Ltd.,Part.",0133543001824,False,(สำนักงานใหญ่) 1/265 ม.11 แขวงหนองแขม เขตหนองแขม กทม. 10160,False,False,,False,,(สำนักงานใหญ่) 1/265 ม.11 แขวงหนองแขม เขตหนองแขม กทม. 10160 False False,,,,11,,หนองแขม,หนองแขม,
112,"บริษัท ฟาสท์-โกรวิ่ง โปรดักส์ จำกัด Fast-Growing Products Co.,Ltd.",0105539108310,False,39 ซ.รามอินทรา 65 แยก 2-4 ถ.รามอินทรา แขวงท่าแร้ง เขตบางเขน กทม. 10230,False,False,,False,,39 ซ.รามอินทรา 65 แยก 2-4 ถ.รามอินทรา แขวงท่าแร้ง เขตบางเขน กทม. 10230 False False,,,,10230,,ท่าแร้ง,บางเขน,
113,บ.นำการช่าง  B. Namkanchang,3719900159673,False,205/1 ถ.แสงชูโต ต.ท่ามะขาม อ.เมือง จ.กาญจนบุรี,False,False,,False,,205/1 ถ.แสงชูโต ต.ท่ามะขาม อ.เมือง จ.กาญจนบุรี False False,,,,,,ท่ามะขาม,เมือง,กาญจนบุรี
114,"บริษัท เจบีบี คอร์ปอเรชัน จำกัด JBB Corporation Co.,Ltd.",0165554000397,False,38 ม.5 ต.ลำสาลี อ.ท่าวุ้ง จ.ลพบุรี 15150,False,False,,False,,38 ม.5 ต.ลำสาลี อ.ท่าวุ้ง จ.ลพบุรี 15150 False False,,,,05,,ลำสาลี,ท่าวุ้ง,ลพบุรี
115,"หจก.โชควิกรานต์  Chokevigarn Part., Ltd",0713535000053,False,44/2 ถนนแสงชูโต 14 ตำบลตะคร้ำเอน อำเภอท่ามะกา จ.กาญจนบุรี 71130,False,False,,False,,44/2 ถนนแสงชูโต 14 ตำบลตะคร้ำเอน อำเภอท่ามะกา จ.กาญจนบุรี 71130 False False,,,,,,ตะคร้ำเอน,ท่ามะกา,กาญจนบุรี
116,"บริษัท พงศ์สันติ การบัญชี จำกัด  Pongsanti Accounting Co.,Ltd.",0105563096423,False,(สำนักงานใหญ่) 570/3 อาคารลุมพินีเซ็นเตอร์ ตึกซี3 ซอยศูนย์การค้าแฮปปี้แลนด์1 แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240,False,False,,False,,(สำนักงานใหญ่) 570/3 อาคารลุมพินีเซ็นเตอร์ ตึกซี3 ซอยศูนย์การค้าแฮปปี้แลนด์1 แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 False False,ลุมพินีเซ็นเตอร์ ตึกซี3,,,,,คลองจั่น,บางกะปิ,
118,"Mr.Zhao, Guifu",8103200000117,False,"1207/63 Soi Lat Phrao 94, Wang Thonglang Subdistrict, Wang Thonglang District, Bangkok 10310",False,False,,False,,"1207/63 Soi Lat Phrao 94, Wang Thonglang Subdistrict, Wang Thonglang District, Bangkok 10310 False False",,,,,Lat,,Thonglang,
120,Mr.Krit  Leekamjorn,3102002483748,False,"198 Ratchawithi Road 94, Bang Yi Khan Subdistrict, Bang Phlat District, Bangkok",False,False,,False,,"198 Ratchawithi Road 94, Bang Yi Khan Subdistrict, Bang Phlat District, Bangkok False False",,,,,,,Phlat,
121,Mr.Teerawong  Poomlaochaeng,3100503053779,False,"112/24 Village No. 2, Thai Ma Subdistrict, Mueang Nonthaburi District, Nonthaburi Province",False,False,,False,,"112/24 Village No. 2, Thai Ma Subdistrict, Mueang Nonthaburi District, Nonthaburi Province False False",,,,,,,Nonthaburi,Nonthaburi
122,Mr.Chetpong  Narktrakulbhant,3100502597996,False,"312 Village No. 6, Wang Dong Subdistrict, Mueang Kanchanaburi District, Kanchanaburi Province",False,False,,False,,"312 Village No. 6, Wang Dong Subdistrict, Mueang Kanchanaburi District, Kanchanaburi Province False False",,,,,,,Kanchanaburi,Kanchanaburi
123,Mr.Kittisak  Latthikul,3190300384886,False,"140/20 Village No. 2, Phlutaluang Subdistrict, Sattahip District, Chonburi Province",False,False,,False,,"140/20 Village No. 2, Phlutaluang Subdistrict, Sattahip District, Chonburi Province False False",,,,,,,Sattahip,Chonburi
124,Mr.Paisal  Dowroeng,3100200685124,False,"36 Phlai Kaew Road, Tha Phi Liang Subdistrict, Mueang District, Suphan Buri Province",False,False,,False,,"36 Phlai Kaew Road, Tha Phi Liang Subdistrict, Mueang District, Suphan Buri Province False False",,,,,,,Mueang,Buri
125,Mrs.Piengphan  Phiritburana,310100647360,False,"36 Phlai Kaew Road, Tha Phi Liang Subdistrict, Mueang District, Suphan Buri Province",False,False,,False,,"36 Phlai Kaew Road, Tha Phi Liang Subdistrict, Mueang District, Suphan Buri Province False False",,,,,,,Mueang,Buri
127,การไฟฟ้าส่วนภูมิภาค  Provincial Electricity Authority,False,False,444 หมู่ 2 ตำบลลาดหญ้า  อำเภอเมืองกาญจนบุรี  จังหวัดกาญจนบุรี  71190,False,False,,False,,444 หมู่ 2 ตำบลลาดหญ้า  อำเภอเมืองกาญจนบุรี  จังหวัดกาญจนบุรี  71190 False False,,,,02,,ลาดหญ้า,เมืองกาญจนบุรี,กาญจนบุรี
128,"บริษัท สยามซัน ออโต้เซลส์ จำกัด  Siam Sun Autosales Co.,Ltd.",07055510000803,False,99 ม.2 ถ.บรมราชชนนี ต.ทรงคนอง อ.สามพราน จ.นครปฐม 73210,False,False,,False,,99 ม.2 ถ.บรมราชชนนี ต.ทรงคนอง อ.สามพราน จ.นครปฐม 73210 False False,,,,02,,ทรงคนอง,สามพราน,นครปฐม
129,บริษัท ตันจง อินดัสเตรียล เวอร์วิส(ประเทศไทย) จำกัด  Tan Chong Industrial Services (Thailand),0105540080407,False,(สำนักงานใหญ่) 29 ม.2 ต.หนองข้างคอก อ.เมืองชลบุรี จ.ชลบุรี 20000,False,False,,False,,(สำนักงานใหญ่) 29 ม.2 ต.หนองข้างคอก อ.เมืองชลบุรี จ.ชลบุรี 20000 False False,,,,02,,หนองข้างคอก,เมืองชลบุรี,ชลบุรี
130,"บริษัท โอ.ซี.อาร์ จำกัด  O.C.R. Co.,Ltd.",0905548001215,False,2/2 ม.7 ต.คลองทราย อ.นาทวี จ.สงขลา 90160,False,False,,False,,2/2 ม.7 ต.คลองทราย อ.นาทวี จ.สงขลา 90160 False False,,,,07,,คลองทราย,นาทวี,สงขลา
131,"บริษัท ซีอาร์ซี ไทวัสดุ จำกัด C.R.C.Thai Watsadu Co.,Ltd.",0105555021215,False,(สาขากาญจนบุรี) 111 ม.9 ต.ปากแพรก อ.เมือง จ.กาญจนบุรี 71000,False,False,,False,,(สาขากาญจนบุรี) 111 ม.9 ต.ปากแพรก อ.เมือง จ.กาญจนบุรี 71000 False False,,,,09,,ปากแพรก,เมือง,กาญจนบุรี
133,"บริษัท ร่วมพัฒนากิจ จำกัด Ruampattanakij Co.,Ltd.",0105555165497,False,(สำนักงานใหญ่) 25 ซอยรามอินทรา 55/8 ถนนรามอินทรา แขวงท่าแร้ง เขตบางเขน กรุงเทพมหานคร 10230,False,False,,False,,(สำนักงานใหญ่) 25 ซอยรามอินทรา 55/8 ถนนรามอินทรา แขวงท่าแร้ง เขตบางเขน กรุงเทพมหานคร 10230 False False,,,,,,ท่าแร้ง,บางเขน,
134,บริษัท โทรคมนาคมแห่งชาติ จำกัด (มหาชน) National Telecom Public Company Limited.,0107564000014,False,99 ถ.แจ้งวัฒนะ แขวงทุ่งสองห้อง เขตหลักสี่ กทม. 10210,False,False,,False,,99 ถ.แจ้งวัฒนะ แขวงทุ่งสองห้อง เขตหลักสี่ กทม. 10210 False False,,,,10210,,ทุ่งสองห้อง,หลักสี่,
135,"บริษัท แอดวานซ์ไวร์เลส เน็ทเวอร์ค จำกัด  Advanced Wireless Network Co., Ltd.",0105548115897,False,414 ถ.พหลโยธิน แขวงสามเสนใน เขตพญาไท กทม. 10400,False,False,,False,,414 ถ.พหลโยธิน แขวงสามเสนใน เขตพญาไท กทม. 10400 False False,,,,10400,,สามเสนใน,พญาไท,
136,สมชัย นาฬิกา,False,False,160/322 อ.เมือง จ.กาญจนบุรี,False,False,,False,,160/322 อ.เมือง จ.กาญจนบุรี False False,,,,,,,เมือง,กาญจนบุรี
137,เอกวนิชฟาร์มา สำนักงานใหญ่,1719900095326,False,2/8-9 ถ.อู่ทอง ต.บ้านเหนือ อ.เมือง จ.กาญจนบุรี 71000,False,False,,False,,2/8-9 ถ.อู่ทอง ต.บ้านเหนือ อ.เมือง จ.กาญจนบุรี 71000 False False,,,,,,บ้านเหนือ,เมือง,กาญจนบุรี
138,ห้างหุ้นส่วนจำกัด กิจไพศาลการไฟฟ้า  Kitpaisan Electrical Limited.,0713560000886,False,(สำนักงานใหญ่) 10/7 ถ.อู่ทอง ต.บ้านเหนือ อ.เมือง จ.กาญจนบุรี,False,False,,False,,(สำนักงานใหญ่) 10/7 ถ.อู่ทอง ต.บ้านเหนือ อ.เมือง จ.กาญจนบุรี False False,,,,,,บ้านเหนือ,เมือง,กาญจนบุรี
139,สภาการเหมืองแร่,0994000181981,False,222/2 ซ.ม.หอการค้าไทย ถ.วิภาวดีรังสิต แขวงดินแดง เขตดินแดง กทม.,False,False,,False,,222/2 ซ.ม.หอการค้าไทย ถ.วิภาวดีรังสิต แขวงดินแดง เขตดินแดง กทม. False False,,,,,,ดินแดง,ดินแดง,
140,จิวจักรกล  Chew Chakkol,3719900140298,False,2/39-40 ถ.อู่ทอง อ.เมือง จ.กาญจนบุรี 71000,False,False,,False,,2/39-40 ถ.อู่ทอง อ.เมือง จ.กาญจนบุรี 71000 False False,,,,,,,เมือง,กาญจนบุรี
141,บริษัท พริ้นซิเพิล เฮลท์แคร์-กาญจนบุรี จำกัด,0105568072701,False,20/20 ถ.แสงชูโต ต.บ้านใต้ อ.เมือง จ.กาญจนบุรี 71000,False,False,,False,,20/20 ถ.แสงชูโต ต.บ้านใต้ อ.เมือง จ.กาญจนบุรี 71000 False False,,,,,,บ้านใต้,เมือง,กาญจนบุรี
142,"บริษัท ฮั่วเฮง สตีล จำกัด HuaHeng Steet Co.,Ltd.",0715560002651,False,(สำนักงานใหญ่) 85-85/1 ถ.แสงชูโต ต.บ้านเหนือ อ.เมือง จ.กาญจนบุรี 71000,False,False,,False,,(สำนักงานใหญ่) 85-85/1 ถ.แสงชูโต ต.บ้านเหนือ อ.เมือง จ.กาญจนบุรี 71000 False False,,,,,,บ้านเหนือ,เมือง,กาญจนบุรี
143,"บริษัท ยัวร์ เอ็นจิเนีย(1990) จำกัด  Your Engineer (1990) Co.,Ltd.",0125533002111,False,"356,358,360 ถ.สิรินธร แขวงบางพลัด เขตบางพลัด กทม. 10700",False,False,,False,,"356,358,360 ถ.สิรินธร แขวงบางพลัด เขตบางพลัด กทม. 10700 False False",,,,10700,,บางพลัด,บางพลัด,
144,"บมจ. ทริปเปิลที บรอดแบนด์  Triple T Broadrand Pub Co., Ltd. (3BB)",0107550000149,False,(สำนักงานใหญ่) 89 อาคารคอสโม ออฟฟิศ พาร์ค ถ.ป๊อบปูล่า,ต.บ้านใหม่  อ.ปากเกร็ด  จ.นนทบุรี 11120,False,,False,,(สำนักงานใหญ่) 89 อาคารคอสโม ออฟฟิศ พาร์ค ถ.ป๊อบปูล่า ต.บ้านใหม่  อ.ปากเกร็ด  จ.นนทบุรี 11120 False,คอสโม ออฟฟิศ,,,,,บ้านใหม่,ปากเกร็ด,นนทบุรี
145,ยุวนุช,1614756420,False,160/166-167 ถ.แสงชูโต ตลาดผาสุก อ.เมือง จ.กาญจนบุรี,False,False,,False,,160/166-167 ถ.แสงชูโต ตลาดผาสุก อ.เมือง จ.กาญจนบุรี False False,,,,,,,เมือง,กาญจนบุรี
146,Google Asia Pacific Pte.Ltd.,False,False,"70 Pasir Panjang Rd., #03-71 , Mapietree Business City,",Singapore 117371 ( GST Reg No.200817984R),False,,False,,"70 Pasir Panjang Rd., #03-71 , Mapietree Business City, Singapore 117371 ( GST Reg No.200817984R) False",,,,,,,,
147,"บริษัท พันทวีทรัพย์ จำกัด Phanthawisap Co.,Ltd.",0105565188325,False,(สำนักงานใหญ่) 1023/13 ซอยพัฒนาการ 1 แขวงบางโพงพาง เขตยานนาวา กรุงเทพมหานคร 10120,False,False,,False,,(สำนักงานใหญ่) 1023/13 ซอยพัฒนาการ 1 แขวงบางโพงพาง เขตยานนาวา กรุงเทพมหานคร 10120 False False,,,,,,บางโพงพาง,ยานนาวา,
148,บมจ.ทิพยประกันภัย  Dhipaya Insurance Public Company Limited,01075380000533,False,(สำนักงานใหญ่) 1115 ถนนพระราม 2  แขวงช่องนนทรี,เขตยานนาวา  กรุงเทพฯ  10120,False,,False,,(สำนักงานใหญ่) 1115 ถนนพระราม 2  แขวงช่องนนทรี เขตยานนาวา  กรุงเทพฯ  10120 False,,,,02,,ช่องนนทรี,ยานนาวา,
149,"ห้างหุ้นส่วนจำกัด สตีม เซอร์วิส Steam Service Part.,Ltd.",0103529020931,False,(สำนักงานใหญ่) 1252 ซอยเพชรเกษม 94 แขวงบางแคเหนือ เขตบางแค กรุงเทพมหานคร 10160,False,False,,False,,(สำนักงานใหญ่) 1252 ซอยเพชรเกษม 94 แขวงบางแคเหนือ เขตบางแค กรุงเทพมหานคร 10160 False False,,,,94,,บางแคเหนือ,บางแค,
150,Odoo HK Limited,62278558-000,False,32/F,118 CONNAUGHT RD W,Sheung Wan,Hong Kong Island (HK),False,Hong Kong,32/F 118 CONNAUGHT RD W Sheung Wan Hong Kong Island (HK),,,,,,,,Hong Kong Island (HK)
151,"บริษัท โฟกัส เฟรท แอนด์ โลจิสติกส์ จำกัด Focus Freight & Logistics Co., Ltd",0105548155465,False,สำนักงานใหญ่ : 23/58 อาคารสรชัย ชั้นที่ 18 ซอยสุขุมวิท 63 ถนนสุขุมวิท,แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,False,,False,,สำนักงานใหญ่ : 23/58 อาคารสรชัย ชั้นที่ 18 ซอยสุขุมวิท 63 ถนนสุขุมวิท แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 False,สรชัย ชั้นที่,18,,,,คลองตันเหนือ,วัฒนา,
152,"บริษัท ผลเพิ่มพูนทรัพย์ จำกัด  Phol permpoonsabb Co., Ltd.",0105548127020,False,(สำนักงานใหญ่) 134/190 ถนนนนทบุรี ตำบลท่าทราย อำเภอเมืองนนทบุรี จังหวัดนนทบุรี 11000,False,False,,False,,(สำนักงานใหญ่) 134/190 ถนนนนทบุรี ตำบลท่าทราย อำเภอเมืองนนทบุรี จังหวัดนนทบุรี 11000 False False,,,,,,ท่าทราย,เมืองนนทบุรี,นนทบุรี
153,"บริษัท ลูเครทีฟ คาสท์เทค จำกัด Lucrative Casttech Co.,Ltd",0105564051962,False,(สำนักงานใหญ่) 59/88 ซอยเลียบฯฝั่งใต้ 5/3 แขวงหนองแขม เขตหนองแขม กรุงเทพมหานคร 10160,False,False,,False,,(สำนักงานใหญ่) 59/88 ซอยเลียบฯฝั่งใต้ 5/3 แขวงหนองแขม เขตหนองแขม กรุงเทพมหานคร 10160 False False,,,,,,หนองแขม,หนองแขม,
155,"บริษัท พงษ์ชลิต จำกัด Pongchalit Co.,Ltd.",0105531046749,False,"(สำนักงานใหญ่) 91,93 ซอยเอกชัย 94 แยก 5 ถนนเอกชัย แขวงบางบอนเหนือ เขตบางบอน กรุงเทพมหานคร 10150",False,False,,False,,"(สำนักงานใหญ่) 91,93 ซอยเอกชัย 94 แยก 5 ถนนเอกชัย แขวงบางบอนเหนือ เขตบางบอน กรุงเทพมหานคร 10150 False False",,,,,,บางบอนเหนือ,บางบอน,
157,"บริษัท ดิลกและบุตร จำกัด  Dilok and Sons Co.,Ltd.",0105529032248,False,(สาขาที่ 00005) 125 ม.8 ต.คลองมะเดื่อ อ.กระทุ่มแบน จ.สมุทรสาคร 74110,False,False,,False,,(สาขาที่ 00005) 125 ม.8 ต.คลองมะเดื่อ อ.กระทุ่มแบน จ.สมุทรสาคร 74110 False False,,,,08,,คลองมะเดื่อ,กระทุ่มแบน,สมุทรสาคร
159,"บริษัท สมบูรณ์การไฟฟ้า คลองหลวง จำกัด  Somboon Karn Faifa Khlong Luang Co., Ltd.",0135562001089,False,"(สำนักงานใหญ่) 49/313-317,49/370 ม.7 ถ.บางขันธ์-คลองหลวง ต.คลองสอง อ.คลองหลวง จ.ปทุมธานี 12120",False,False,,False,,"(สำนักงานใหญ่) 49/313-317,49/370 ม.7 ถ.บางขันธ์-คลองหลวง ต.คลองสอง อ.คลองหลวง จ.ปทุมธานี 12120 False False",,,,07,,คลองสอง,คลองหลวง,ปทุมธานี
160,"บริษัท มุลเลอร์กรุ๊ป(ประเทศไทย) จำกัด  Muller Group (Thailand) Co., Ltd.",0105544079420,False,60 ซอยมาเจริญ 1 แขวงหนองค้างพลู เขตหนองแขม กทม. 10160,False,False,,False,,60 ซอยมาเจริญ 1 แขวงหนองค้างพลู เขตหนองแขม กทม. 10160 False False,,,,10160,,หนองค้างพลู,หนองแขม,
161,"บริษัท โตชิบา เทค (ประเทศไทย) จำกัด Toshiba Tec (Thailand) Co., Ltd.",0105547146144,False,สำนักงานใหญ่ : 43 อาคารไทย ซีซี ทาวเวอร์ ห้อง 164-166 ชั้น16 ถนนสาทรใต้,แขวงยานนาวา  เขตสาทร  กทม. 10120,False,,False,,สำนักงานใหญ่ : 43 อาคารไทย ซีซี ทาวเวอร์ ห้อง 164-166 ชั้น16 ถนนสาทรใต้ แขวงยานนาวา  เขตสาทร  กทม. 10120 False,ไทย ซีซี,16,164-166,10120,,ยานนาวา,สาทร,
162,"SPC Industrial Co., Ltd.",0135538001350,False,"(Head Office) 52 Moo 9, Sam Khok-Sena Rd., Bang Sai Subdistrict, Bang Sai District","Phra Nakhon Si,  Ayutthaya Province 13190",False,,False,,"(Head Office) 52 Moo 9, Sam Khok-Sena Rd., Bang Sai Subdistrict, Bang Sai District Phra Nakhon Si,  Ayutthaya Province 13190 False",,,,09,,,Sai,Ayutthaya
163,Kun Somnuek,0135523000051,False,"(Head Office)250 Village No. 11, Ban Pa Subdistrict,","Kaeng Khoi District, Saraburi Province 18110.",False,,False,,"(Head Office)250 Village No. 11, Ban Pa Subdistrict, Kaeng Khoi District, Saraburi Province 18110. False",,,,,,,Khoi,Saraburi
164,Xin Yan,0135523000051,False,"(Head Office)250 Village No. 11, Ban Pa Subdistrict,","Kaeng Khoi District, Saraburi Province 18110.",False,,False,,"(Head Office)250 Village No. 11, Ban Pa Subdistrict, Kaeng Khoi District, Saraburi Province 18110. False",,,,,,,Khoi,Saraburi
165,"บริษัท สระบุรีเวชกิจ จำกัด Saraburi Wetchakit Co, Ltd.",0195536000267,False,"2/22 Mittraphap Road, Pak Phreo Subdistrict,","Mueang Saraburi District, Saraburi Province",False,,False,,"2/22 Mittraphap Road, Pak Phreo Subdistrict, Mueang Saraburi District, Saraburi Province False",,,,,,,Saraburi,Saraburi
166,"บริษัท คอมฟอร์ต อินเตอร์เนชันแนล จำกัด Comfort International Co.,Ltd.",0105523017816,False,(สำนักงานใหญ่) 29/5 ซอยแสงจันทร์-รูเบีย ถ.สุขุมวิท แขวงพระโขนง เขตคลองเตย  กทม. 10110,False,False,,False,,(สำนักงานใหญ่) 29/5 ซอยแสงจันทร์-รูเบีย ถ.สุขุมวิท แขวงพระโขนง เขตคลองเตย  กทม. 10110 False False,,,,10110,,พระโขนง,คลองเตย,
167,"บริษัท แสงชัยมิเตอร์ จำกัด  Sang Chai Meter Co.,Ltd.",0105525036435,False,(สำนักงานใหญ่) 888 ถ.พหลโยธิน แขวงสามเสนใน เขตพญาไท กทม. 10400,False,False,,False,,(สำนักงานใหญ่) 888 ถ.พหลโยธิน แขวงสามเสนใน เขตพญาไท กทม. 10400 False False,,,,10400,,สามเสนใน,พญาไท,
168,"บริษัท สยามแบริ่ง เซอร์วิส แอนด์ ซัพพลาย จำกัด Siam Bearing Service & Supply Co., Ltd.",0105544008280,False,(สำนักงานใหญ่) 590 ถนนหลวง แขวงป้อมปราบ เขตป้อมปราบศัตรูพ่าย กทม. 10100,False,False,,False,,(สำนักงานใหญ่) 590 ถนนหลวง แขวงป้อมปราบ เขตป้อมปราบศัตรูพ่าย กทม. 10100 False False,,,,10100,,ป้อมปราบ,ป้อมปราบศัตรูพ่าย,
169,"บริษัท วิศภัณฑ์ 1992 จำกัด  Visawaphan(1992) Co.,Ltd.",0195535000077,False,12/1 ถ.เทศบาล 8 ต.ปากเพรียว อ.เมือง จ.สระบุรี,False,False,,False,,12/1 ถ.เทศบาล 8 ต.ปากเพรียว อ.เมือง จ.สระบุรี False False,,,,,,ปากเพรียว,เมือง,สระบุรี
170,บริษัท ก.นครปฐมสากล จำกัด (สำนักงานใหญ่),0735548000768,False,115 ถ.ราชมรรคา ต.สนามจันทร์ อ.เมือง จ.นครปฐม 73000,False,False,,False,,115 ถ.ราชมรรคา ต.สนามจันทร์ อ.เมือง จ.นครปฐม 73000 False False,,,,73000,,สนามจันทร์,เมือง,นครปฐม
173,บริษัท ยิ่งเจริญสระบุรีสตีล จำกัด Yingjaroen Saraburi Steel Co.Ltd.,0195560002681,False,(สำนักงานใหญ่) 38 หมู่ 2 ถนนพหลโยธิน  ตำบลห้วยบง,อำเภอเฉลิมพระเกียรติ จังหวัดสระบุรี  18000,False,,False,,(สำนักงานใหญ่) 38 หมู่ 2 ถนนพหลโยธิน  ตำบลห้วยบง อำเภอเฉลิมพระเกียรติ จังหวัดสระบุรี  18000 False,,,,02,,ห้วยบง,เฉลิมพระเกียรติ,สระบุรี
174,"บริษัท แอดวานซ์ ซายเทค จำกัด Advance Scitech Co.,Ltd.",0105560073015,False,(สำนักงานใหญ่)32 ซอยเสนานิคม 1 ซอย 42 แยก 2 ถนนเสนานิคม1,แขวงลาดพร้าว  เขตลาดพร้าว  กรุงเทพมหานคร  10230,False,,False,,(สำนักงานใหญ่)32 ซอยเสนานิคม 1 ซอย 42 แยก 2 ถนนเสนานิคม1 แขวงลาดพร้าว  เขตลาดพร้าว  กรุงเทพมหานคร  10230 False,,,,01,42,ลาดพร้าว,ลาดพร้าว,
175,ช.การช่าง โดยนายศราวุธ  แพรขลิบ  Chor. Karnchung (Mr. Sarawut prekhlib),4130200004508,False,(สำนักงานใหญ่) 59/13 หมู่ 9 ตำบลทับกวาง,อำเภอแก่งคอย  จังหวัดสระบุรี,False,,False,,(สำนักงานใหญ่) 59/13 หมู่ 9 ตำบลทับกวาง อำเภอแก่งคอย  จังหวัดสระบุรี False,,,,09,,ทับกวาง,แก่งคอย,สระบุรี
176,ร้านซาลโต๊ส  Sanl Toes II Store,False,False,อาคารโบ๊เบ๊ทาวเวอร์ ห้อง 488/421. 440 ชั้น 4 โบ๊เบ๊ ซอย5,False,False,,False,,อาคารโบ๊เบ๊ทาวเวอร์ ห้อง 488/421. 440 ชั้น 4 โบ๊เบ๊ ซอย5 False False,โบ๊เบ๊ทาวเวอร์ ห้อง,4,488,,,,,
177,"บจก. พรีเมียร์ อินดัสเตรียล ซัพพลาย Premier Industrial Supply Co.,Ltd.",0145558001541,False,(สำนักงานใหญ่) 88/59 หมู่ที่ 1 ตำบลลำผักกูด,อำเภอธัญบุรี  จังหวัดปทุมธานี  12110,False,,False,,(สำนักงานใหญ่) 88/59 หมู่ที่ 1 ตำบลลำผักกูด อำเภอธัญบุรี  จังหวัดปทุมธานี  12110 False,,,,01,,ลำผักกูด,ธัญบุรี,ปทุมธานี
178,"บริษัท ยูนิตี้ ไอที ซิสเท็ม จำกัด Unity IT System Co.,Ltd",0125560022747,False,286/84-85-86 ถ.แสงชูโต ต.บ้านเหนือ อ.เมือง จ.กาญจนบุรี,False,False,,False,,286/84-85-86 ถ.แสงชูโต ต.บ้านเหนือ อ.เมือง จ.กาญจนบุรี False False,,,,,,บ้านเหนือ,เมือง,กาญจนบุรี
